ensg1	ensg2	score	interaction_type	data_source
ENSG00000105479	ENSG00000198003	0.56	PPI	IAH
ENSG00000100109	ENSG00000198003	0.56	PPI	IAH
ENSG00000164440	ENSG00000198003	0.56	PPI	IAH
ENSG00000133619	ENSG00000257365	0.49	PPI	IAH
ENSG00000125107	ENSG00000198791	0.79	PPI	IAH
ENSG00000078687	ENSG00000125107	0.64	PPI	IAH
ENSG00000090905	ENSG00000125107	0.5	PPI	IAH
ENSG00000100354	ENSG00000125107	0.58	PPI	IAH
ENSG00000113300	ENSG00000125107	0.75	PPI	IAH
ENSG00000125107	ENSG00000155508	0.85	PPI	IAH
ENSG00000108256	ENSG00000157890	0.49	PPI	IAH
ENSG00000101336	ENSG00000168071	0.49	PPI	IAH
ENSG00000104611	ENSG00000168071	0.49	PPI	IAH
ENSG00000168071	ENSG00000176049	0.49	PPI	IAH
ENSG00000156050	ENSG00000168071	0.49	PPI	IAH
ENSG00000166407	ENSG00000168071	0.49	PPI	IAH
ENSG00000133134	ENSG00000168071	0.49	PPI	IAH
ENSG00000072201	ENSG00000168071	0.49	PPI	IAH
ENSG00000116922	ENSG00000168071	0.49	PPI	IAH
ENSG00000023892	ENSG00000168071	0.49	PPI	IAH
ENSG00000065491	ENSG00000168071	0.49	PPI	IAH
ENSG00000076053	ENSG00000168071	0.49	PPI	IAH
ENSG00000188581	ENSG00000189181	0.49	PPI	IAH
ENSG00000151929	ENSG00000274808	0.49	PPI	IAH
ENSG00000175166	ENSG00000274808	0.49	PPI	IAH
ENSG00000156735	ENSG00000274808	0.49	PPI	IAH
ENSG00000112559	ENSG00000274808	0.49	PPI	IAH
ENSG00000177885	ENSG00000274808	0.49	PPI	IAH
ENSG00000164949	ENSG00000274808	0.49	PPI	IAH
ENSG00000130299	ENSG00000274808	0.49	PPI	IAH
ENSG00000115289	ENSG00000183337	0.49	PPI	IAH
ENSG00000164438	ENSG00000197978	0.49	PPI	IAH
ENSG00000179271	ENSG00000197978	0.49	PPI	IAH
ENSG00000167685	ENSG00000197978	0.49	PPI	IAH
ENSG00000101945	ENSG00000197978	0.49	PPI	IAH
ENSG00000178395	ENSG00000197978	0.49	PPI	IAH
ENSG00000120327	ENSG00000197978	0.49	PPI	IAH
ENSG00000197978	ENSG00000258405	0.49	PPI	IAH
ENSG00000130307	ENSG00000197978	0.49	PPI	IAH
ENSG00000141570	ENSG00000197978	0.49	PPI	IAH
ENSG00000197978	ENSG00000204536	0.49	PPI	IAH
ENSG00000176473	ENSG00000197978	0.49	PPI	IAH
ENSG00000169951	ENSG00000197978	0.49	PPI	IAH
ENSG00000178057	ENSG00000197978	0.49	PPI	IAH
ENSG00000048540	ENSG00000197978	0.49	PPI	IAH
ENSG00000148082	ENSG00000197978	0.49	PPI	IAH
ENSG00000197978	ENSG00000258890	0.49	PPI	IAH
ENSG00000083838	ENSG00000197978	0.49	PPI	IAH
ENSG00000184436	ENSG00000197978	0.49	PPI	IAH
ENSG00000174547	ENSG00000197978	0.49	PPI	IAH
ENSG00000143793	ENSG00000197978	0.49	PPI	IAH
ENSG00000171453	ENSG00000197978	0.49	PPI	IAH
ENSG00000176896	ENSG00000197978	0.49	PPI	IAH
ENSG00000130656	ENSG00000197978	0.49	PPI	IAH
ENSG00000132010	ENSG00000197978	0.49	PPI	IAH
ENSG00000169740	ENSG00000197978	0.49	PPI	IAH
ENSG00000171953	ENSG00000197978	0.49	PPI	IAH
ENSG00000146007	ENSG00000197978	0.49	PPI	IAH
ENSG00000124074	ENSG00000197978	0.49	PPI	IAH
ENSG00000104964	ENSG00000197978	0.49	PPI	IAH
ENSG00000112877	ENSG00000197978	0.49	PPI	IAH
ENSG00000071655	ENSG00000197978	0.49	PPI	IAH
ENSG00000178928	ENSG00000197978	0.49	PPI	IAH
ENSG00000112365	ENSG00000197978	0.49	PPI	IAH
ENSG00000175513	ENSG00000197978	0.49	PPI	IAH
ENSG00000163155	ENSG00000197978	0.49	PPI	IAH
ENSG00000197978	ENSG00000204463	0.49	PPI	IAH
ENSG00000171222	ENSG00000197978	0.49	PPI	IAH
ENSG00000144597	ENSG00000197978	0.49	PPI	IAH
ENSG00000181894	ENSG00000197978	0.49	PPI	IAH
ENSG00000100348	ENSG00000197978	0.49	PPI	IAH
ENSG00000133250	ENSG00000197978	0.49	PPI	IAH
ENSG00000173480	ENSG00000197978	0.49	PPI	IAH
ENSG00000123329	ENSG00000197978	0.49	PPI	IAH
ENSG00000167768	ENSG00000197978	0.49	PPI	IAH
ENSG00000170264	ENSG00000197978	0.49	PPI	IAH
ENSG00000197978	ENSG00000205937	0.49	PPI	IAH
ENSG00000185359	ENSG00000197978	0.49	PPI	IAH
ENSG00000152475	ENSG00000197978	0.49	PPI	IAH
ENSG00000059122	ENSG00000197978	0.49	PPI	IAH
ENSG00000165583	ENSG00000197978	0.49	PPI	IAH
ENSG00000101888	ENSG00000197978	0.49	PPI	IAH
ENSG00000138134	ENSG00000197978	0.49	PPI	IAH
ENSG00000169981	ENSG00000197978	0.49	PPI	IAH
ENSG00000134371	ENSG00000197978	0.49	PPI	IAH
ENSG00000117266	ENSG00000197978	0.49	PPI	IAH
ENSG00000170955	ENSG00000197978	0.49	PPI	IAH
ENSG00000116922	ENSG00000197978	0.49	PPI	IAH
ENSG00000196150	ENSG00000197978	0.49	PPI	IAH
ENSG00000172680	ENSG00000197978	0.49	PPI	IAH
ENSG00000171747	ENSG00000197978	0.49	PPI	IAH
ENSG00000163156	ENSG00000197978	0.49	PPI	IAH
ENSG00000115694	ENSG00000197978	0.49	PPI	IAH
ENSG00000133884	ENSG00000197978	0.49	PPI	IAH
ENSG00000197978	ENSG00000198466	0.49	PPI	IAH
ENSG00000197978	ENSG00000204438	0.49	PPI	IAH
ENSG00000189298	ENSG00000197978	0.49	PPI	IAH
ENSG00000009790	ENSG00000197978	0.49	PPI	IAH
ENSG00000140320	ENSG00000197978	0.49	PPI	IAH
ENSG00000125898	ENSG00000197978	0.49	PPI	IAH
ENSG00000023892	ENSG00000197978	0.49	PPI	IAH
ENSG00000103852	ENSG00000197978	0.49	PPI	IAH
ENSG00000175084	ENSG00000197978	0.49	PPI	IAH
ENSG00000127445	ENSG00000197978	0.49	PPI	IAH
ENSG00000164949	ENSG00000197978	0.49	PPI	IAH
ENSG00000197978	ENSG00000270765	0.49	PPI	IAH
ENSG00000131791	ENSG00000197978	0.49	PPI	IAH
ENSG00000152409	ENSG00000197978	0.49	PPI	IAH
ENSG00000136888	ENSG00000197978	0.49	PPI	IAH
ENSG00000197483	ENSG00000197978	0.49	PPI	IAH
ENSG00000109906	ENSG00000197978	0.49	PPI	IAH
ENSG00000122386	ENSG00000197978	0.49	PPI	IAH
ENSG00000100105	ENSG00000197978	0.49	PPI	IAH
ENSG00000166886	ENSG00000197978	0.49	PPI	IAH
ENSG00000188011	ENSG00000197978	0.49	PPI	IAH
ENSG00000161992	ENSG00000197978	0.49	PPI	IAH
ENSG00000165060	ENSG00000197978	0.49	PPI	IAH
ENSG00000197279	ENSG00000197978	0.49	PPI	IAH
ENSG00000156050	ENSG00000197978	0.49	PPI	IAH
ENSG00000120075	ENSG00000197978	0.49	PPI	IAH
ENSG00000171813	ENSG00000197978	0.49	PPI	IAH
ENSG00000197978	ENSG00000205542	0.49	PPI	IAH
ENSG00000159374	ENSG00000197978	0.49	PPI	IAH
ENSG00000105618	ENSG00000197978	0.49	PPI	IAH
ENSG00000179930	ENSG00000197978	0.49	PPI	IAH
ENSG00000186150	ENSG00000197978	0.49	PPI	IAH
ENSG00000197978	ENSG00000204618	0.49	PPI	IAH
ENSG00000137947	ENSG00000197978	0.49	PPI	IAH
ENSG00000171456	ENSG00000197978	0.49	PPI	IAH
ENSG00000119986	ENSG00000197978	0.49	PPI	IAH
ENSG00000106785	ENSG00000197978	0.49	PPI	IAH
ENSG00000165630	ENSG00000197978	0.49	PPI	IAH
ENSG00000160185	ENSG00000197978	0.49	PPI	IAH
ENSG00000177311	ENSG00000197978	0.49	PPI	IAH
ENSG00000137221	ENSG00000197978	0.49	PPI	IAH
ENSG00000174791	ENSG00000197978	0.49	PPI	IAH
ENSG00000106400	ENSG00000197978	0.49	PPI	IAH
ENSG00000172530	ENSG00000197978	0.49	PPI	IAH
ENSG00000171425	ENSG00000197978	0.49	PPI	IAH
ENSG00000162585	ENSG00000197978	0.49	PPI	IAH
ENSG00000104611	ENSG00000197978	0.49	PPI	IAH
ENSG00000123297	ENSG00000197978	0.49	PPI	IAH
ENSG00000124216	ENSG00000197978	0.49	PPI	IAH
ENSG00000061273	ENSG00000197978	0.49	PPI	IAH
ENSG00000187189	ENSG00000197978	0.49	PPI	IAH
ENSG00000164188	ENSG00000197978	0.49	PPI	IAH
ENSG00000177666	ENSG00000197978	0.49	PPI	IAH
ENSG00000162231	ENSG00000197978	0.49	PPI	IAH
ENSG00000136463	ENSG00000197978	0.49	PPI	IAH
ENSG00000104756	ENSG00000197978	0.49	PPI	IAH
ENSG00000119725	ENSG00000197978	0.49	PPI	IAH
ENSG00000171443	ENSG00000197978	0.49	PPI	IAH
ENSG00000140259	ENSG00000197978	0.49	PPI	IAH
ENSG00000105397	ENSG00000197978	0.49	PPI	IAH
ENSG00000197256	ENSG00000197978	0.49	PPI	IAH
ENSG00000100353	ENSG00000197978	0.49	PPI	IAH
ENSG00000160256	ENSG00000197978	0.49	PPI	IAH
ENSG00000158428	ENSG00000197978	0.49	PPI	IAH
ENSG00000174586	ENSG00000197978	0.49	PPI	IAH
ENSG00000168763	ENSG00000197978	0.49	PPI	IAH
ENSG00000183621	ENSG00000197978	0.49	PPI	IAH
ENSG00000136003	ENSG00000197978	0.49	PPI	IAH
ENSG00000107018	ENSG00000197978	0.49	PPI	IAH
ENSG00000037965	ENSG00000197978	0.49	PPI	IAH
ENSG00000165802	ENSG00000197978	0.49	PPI	IAH
ENSG00000134516	ENSG00000197978	0.49	PPI	IAH
ENSG00000140836	ENSG00000197978	0.49	PPI	IAH
ENSG00000197978	ENSG00000204209	0.49	PPI	IAH
ENSG00000153896	ENSG00000197978	0.49	PPI	IAH
ENSG00000182173	ENSG00000197978	0.49	PPI	IAH
ENSG00000174255	ENSG00000197978	0.49	PPI	IAH
ENSG00000156795	ENSG00000197978	0.49	PPI	IAH
ENSG00000152455	ENSG00000197978	0.49	PPI	IAH
ENSG00000105617	ENSG00000197978	0.49	PPI	IAH
ENSG00000185730	ENSG00000197978	0.49	PPI	IAH
ENSG00000197978	ENSG00000223547	0.49	PPI	IAH
ENSG00000181541	ENSG00000197978	0.49	PPI	IAH
ENSG00000146112	ENSG00000197978	0.49	PPI	IAH
ENSG00000170689	ENSG00000197978	0.49	PPI	IAH
ENSG00000066117	ENSG00000197978	0.49	PPI	IAH
ENSG00000161180	ENSG00000197978	0.49	PPI	IAH
ENSG00000196418	ENSG00000197978	0.49	PPI	IAH
ENSG00000125730	ENSG00000197978	0.49	PPI	IAH
ENSG00000184014	ENSG00000197978	0.49	PPI	IAH
ENSG00000132702	ENSG00000197978	0.49	PPI	IAH
ENSG00000073584	ENSG00000197978	0.49	PPI	IAH
ENSG00000166169	ENSG00000197978	0.49	PPI	IAH
ENSG00000196976	ENSG00000197978	0.49	PPI	IAH
ENSG00000139531	ENSG00000197978	0.49	PPI	IAH
ENSG00000105732	ENSG00000197978	0.49	PPI	IAH
ENSG00000076604	ENSG00000197978	0.49	PPI	IAH
ENSG00000197905	ENSG00000197978	0.49	PPI	IAH
ENSG00000115274	ENSG00000197978	0.49	PPI	IAH
ENSG00000197978	ENSG00000198883	0.49	PPI	IAH
ENSG00000119705	ENSG00000197978	0.49	PPI	IAH
ENSG00000197978	ENSG00000213015	0.49	PPI	IAH
ENSG00000180884	ENSG00000197978	0.49	PPI	IAH
ENSG00000168309	ENSG00000197978	0.49	PPI	IAH
ENSG00000083844	ENSG00000197978	0.49	PPI	IAH
ENSG00000143013	ENSG00000197978	0.49	PPI	IAH
ENSG00000197062	ENSG00000197978	0.49	PPI	IAH
ENSG00000135205	ENSG00000197978	0.49	PPI	IAH
ENSG00000085840	ENSG00000197978	0.49	PPI	IAH
ENSG00000197566	ENSG00000197978	0.49	PPI	IAH
ENSG00000147144	ENSG00000197978	0.49	PPI	IAH
ENSG00000197978	ENSG00000204920	0.49	PPI	IAH
ENSG00000126603	ENSG00000197978	0.49	PPI	IAH
ENSG00000112511	ENSG00000197978	0.49	PPI	IAH
ENSG00000112578	ENSG00000197978	0.49	PPI	IAH
ENSG00000149243	ENSG00000197978	0.49	PPI	IAH
ENSG00000143756	ENSG00000197978	0.49	PPI	IAH
ENSG00000169800	ENSG00000242389	0.49	PPI	IAH
ENSG00000147274	ENSG00000242389	0.49	PPI	IAH
ENSG00000226941	ENSG00000242389	0.49	PPI	IAH
ENSG00000204661	ENSG00000212900	0.56	PPI	IAH
ENSG00000204661	ENSG00000204889	0.56	PPI	IAH
ENSG00000094796	ENSG00000204661	0.56	PPI	IAH
ENSG00000204661	ENSG00000221837	0.56	PPI	IAH
ENSG00000117118	ENSG00000205138	0.62	PPI	IAH
ENSG00000175325	ENSG00000205138	0.49	PPI	IAH
ENSG00000100209	ENSG00000205138	0.68	PPI	IAH
ENSG00000087338	ENSG00000215274	0.49	PPI	IAH
ENSG00000140262	ENSG00000151379	0.49	PPI	IAH
ENSG00000151379	ENSG00000205838	0.49	PPI	IAH
ENSG00000151379	ENSG00000163879	0.49	PPI	IAH
ENSG00000106009	ENSG00000151379	0.49	PPI	IAH
ENSG00000056558	ENSG00000151379	0.49	PPI	IAH
ENSG00000151379	ENSG00000167565	0.49	PPI	IAH
ENSG00000058063	ENSG00000151379	0.49	PPI	IAH
ENSG00000125968	ENSG00000151379	0.49	PPI	IAH
ENSG00000115738	ENSG00000151379	0.49	PPI	IAH
ENSG00000151379	ENSG00000182473	0.49	PPI	IAH
ENSG00000151379	ENSG00000182195	0.49	PPI	IAH
ENSG00000103154	ENSG00000151379	0.49	PPI	IAH
ENSG00000151379	ENSG00000197172	0.49	PPI	IAH
ENSG00000151379	ENSG00000167779	0.49	PPI	IAH
ENSG00000151379	ENSG00000182645	0.49	PPI	IAH
ENSG00000137098	ENSG00000169519	0.49	PPI	IAH
ENSG00000168237	ENSG00000169519	0.49	PPI	IAH
ENSG00000137802	ENSG00000169519	0.49	PPI	IAH
ENSG00000071539	ENSG00000169519	0.7	PPI	IAH
ENSG00000169519	ENSG00000187288	0.49	PPI	IAH
ENSG00000130307	ENSG00000169519	0.49	PPI	IAH
ENSG00000119408	ENSG00000169519	0.49	PPI	IAH
ENSG00000103043	ENSG00000169519	0.49	PPI	IAH
ENSG00000162517	ENSG00000169519	0.49	PPI	IAH
ENSG00000169519	ENSG00000175325	0.49	PPI	IAH
ENSG00000106511	ENSG00000188368	0.56	PPI	IAH
ENSG00000131737	ENSG00000188368	0.49	PPI	IAH
ENSG00000187766	ENSG00000188368	0.49	PPI	IAH
ENSG00000143382	ENSG00000188368	0.49	PPI	IAH
ENSG00000094796	ENSG00000188368	0.49	PPI	IAH
ENSG00000188368	ENSG00000249915	0.49	PPI	IAH
ENSG00000162961	ENSG00000168757	0.49	PPI	IAH
ENSG00000179933	ENSG00000205143	0.49	PPI	IAH
ENSG00000141582	ENSG00000205143	0.49	PPI	IAH
ENSG00000071051	ENSG00000162620	0.56	PPI	IAH
ENSG00000204264	ENSG00000250067	0.49	PPI	IAH
ENSG00000134590	ENSG00000162924	0.49	PPI	IAH
ENSG00000134590	ENSG00000242265	0.56	PPI	IAH
ENSG00000134590	ENSG00000150636	0.49	PPI	IAH
ENSG00000134590	ENSG00000135018	0.7	PPI	IAH
ENSG00000134590	ENSG00000204438	0.49	PPI	IAH
ENSG00000134590	ENSG00000147883	0.49	PPI	IAH
ENSG00000134590	ENSG00000188021	0.49	PPI	IAH
ENSG00000134590	ENSG00000135018	0.56	PPI	IAH
ENSG00000078814	ENSG00000115593	0.51	PPI	IAH
ENSG00000078814	ENSG00000104964	0.49	PPI	IAH
ENSG00000078814	ENSG00000171503	0.49	PPI	IAH
ENSG00000069011	ENSG00000078814	0.49	PPI	IAH
ENSG00000078814	ENSG00000198218	0.49	PPI	IAH
ENSG00000078814	ENSG00000115593	0.49	PPI	IAH
ENSG00000078814	ENSG00000157110	0.49	PPI	IAH
ENSG00000010810	ENSG00000134909	0.63	PPI	IAH
ENSG00000107816	ENSG00000134909	0.56	PPI	IAH
ENSG00000134909	ENSG00000138443	0.56	PPI	IAH
ENSG00000112559	ENSG00000134909	0.56	PPI	IAH
ENSG00000104964	ENSG00000134909	0.56	PPI	IAH
ENSG00000134909	ENSG00000198919	0.56	PPI	IAH
ENSG00000183735	ENSG00000198933	0.82	PPI	IAH
ENSG00000011132	ENSG00000198933	0.5	PPI	IAH
ENSG00000198933	ENSG00000263528	0.72	PPI	IAH
ENSG00000123908	ENSG00000198933	0.5	PPI	IAH
ENSG00000139767	ENSG00000196418	0.49	PPI	IAH
ENSG00000139767	ENSG00000174891	0.49	PPI	IAH
ENSG00000139767	ENSG00000163877	0.49	PPI	IAH
ENSG00000134597	ENSG00000139767	0.49	PPI	IAH
ENSG00000139767	ENSG00000187607	0.49	PPI	IAH
ENSG00000102021	ENSG00000139767	0.49	PPI	IAH
ENSG00000139767	ENSG00000275895	0.49	PPI	IAH
ENSG00000139767	ENSG00000139767	0.49	PPI	IAH
ENSG00000139767	ENSG00000197976	0.49	PPI	IAH
ENSG00000119707	ENSG00000139767	0.49	PPI	IAH
ENSG00000139767	ENSG00000153037	0.49	PPI	IAH
ENSG00000139767	ENSG00000146963	0.49	PPI	IAH
ENSG00000139767	ENSG00000155330	0.49	PPI	IAH
ENSG00000139767	ENSG00000187778	0.49	PPI	IAH
ENSG00000139767	ENSG00000205937	0.49	PPI	IAH
ENSG00000104852	ENSG00000139767	0.49	PPI	IAH
ENSG00000139767	ENSG00000182196	0.49	PPI	IAH
ENSG00000133226	ENSG00000139767	0.49	PPI	IAH
ENSG00000139767	ENSG00000169249	0.49	PPI	IAH
ENSG00000139767	ENSG00000177138	0.49	PPI	IAH
ENSG00000139767	ENSG00000196110	0.49	PPI	IAH
ENSG00000139767	ENSG00000196363	0.49	PPI	IAH
ENSG00000113240	ENSG00000139767	0.49	PPI	IAH
ENSG00000116754	ENSG00000139767	0.49	PPI	IAH
ENSG00000013441	ENSG00000139767	0.49	PPI	IAH
ENSG00000139767	ENSG00000143793	0.49	PPI	IAH
ENSG00000131051	ENSG00000139767	0.49	PPI	IAH
ENSG00000116903	ENSG00000181404	0.58	PPI	IAH
ENSG00000090989	ENSG00000181404	0.51	PPI	IAH
ENSG00000106631	ENSG00000181404	0.49	PPI	IAH
ENSG00000085733	ENSG00000181404	0.46	PPI	IAH
ENSG00000023330	ENSG00000181404	0.49	PPI	IAH
ENSG00000126581	ENSG00000181404	0.46	PPI	IAH
ENSG00000092531	ENSG00000168899	0.56	PPI	IAH
ENSG00000092531	ENSG00000125814	0.56	PPI	IAH
ENSG00000092531	ENSG00000135604	0.56	PPI	IAH
ENSG00000094880	ENSG00000129055	0.56	PPI	IAH
ENSG00000101144	ENSG00000241123	0.56	PPI	IAH
ENSG00000101144	ENSG00000130402	0.56	PPI	IAH
ENSG00000101144	ENSG00000132938	0.56	PPI	IAH
ENSG00000101144	ENSG00000272804	0.56	PPI	IAH
ENSG00000101144	ENSG00000204713	0.56	PPI	IAH
ENSG00000101144	ENSG00000254997	0.56	PPI	IAH
ENSG00000181092	ENSG00000181392	0.56	PPI	IAH
ENSG00000161609	ENSG00000181092	0.56	PPI	IAH
ENSG00000104969	ENSG00000181092	0.56	PPI	IAH
ENSG00000105568	ENSG00000172346	0.56	PPI	IAH
ENSG00000147400	ENSG00000198089	0.65	PPI	IAH
ENSG00000172531	ENSG00000198089	0.54	PPI	IAH
ENSG00000116670	ENSG00000198089	0.56	PPI	IAH
ENSG00000112559	ENSG00000197162	0.49	PPI	IAH
ENSG00000197162	ENSG00000197978	0.49	PPI	IAH
ENSG00000087077	ENSG00000197162	0.49	PPI	IAH
ENSG00000140859	ENSG00000197162	0.49	PPI	IAH
ENSG00000197162	ENSG00000198467	0.49	PPI	IAH
ENSG00000197162	ENSG00000221864	0.49	PPI	IAH
ENSG00000114107	ENSG00000197162	0.49	PPI	IAH
ENSG00000174015	ENSG00000197162	0.49	PPI	IAH
ENSG00000132938	ENSG00000197162	0.49	PPI	IAH
ENSG00000197162	ENSG00000241123	0.56	PPI	IAH
ENSG00000080561	ENSG00000197162	0.56	PPI	IAH
ENSG00000111450	ENSG00000197162	0.49	PPI	IAH
ENSG00000106089	ENSG00000197162	0.49	PPI	IAH
ENSG00000197162	ENSG00000240694	0.49	PPI	IAH
ENSG00000126337	ENSG00000197162	0.49	PPI	IAH
ENSG00000197162	ENSG00000204371	0.56	PPI	IAH
ENSG00000132938	ENSG00000197162	0.56	PPI	IAH
ENSG00000162924	ENSG00000169689	0.56	PPI	IAH
ENSG00000169689	ENSG00000175279	0.75	PPI	IAH
ENSG00000138100	ENSG00000169689	0.56	PPI	IAH
ENSG00000159214	ENSG00000215187	0.49	PPI	IAH
ENSG00000110777	ENSG00000215187	0.49	PPI	IAH
ENSG00000163093	ENSG00000214413	0.51	PPI	IAH
ENSG00000182816	ENSG00000214756	0.49	PPI	IAH
ENSG00000186925	ENSG00000214756	0.49	PPI	IAH
ENSG00000204873	ENSG00000206538	0.49	PPI	IAH
ENSG00000187272	ENSG00000206538	0.49	PPI	IAH
ENSG00000182816	ENSG00000206538	0.49	PPI	IAH
ENSG00000007866	ENSG00000206538	0.49	PPI	IAH
ENSG00000167615	ENSG00000206538	0.49	PPI	IAH
ENSG00000143442	ENSG00000206538	0.49	PPI	IAH
ENSG00000099139	ENSG00000206538	0.49	PPI	IAH
ENSG00000186970	ENSG00000206538	0.49	PPI	IAH
ENSG00000206538	ENSG00000214063	0.49	PPI	IAH
ENSG00000188581	ENSG00000206538	0.49	PPI	IAH
ENSG00000197905	ENSG00000206538	0.49	PPI	IAH
ENSG00000198732	ENSG00000206538	0.49	PPI	IAH
ENSG00000110777	ENSG00000206538	0.49	PPI	IAH
ENSG00000162438	ENSG00000206538	0.49	PPI	IAH
ENSG00000159348	ENSG00000214511	0.49	PPI	IAH
ENSG00000156795	ENSG00000214511	0.49	PPI	IAH
ENSG00000101546	ENSG00000214511	0.49	PPI	IAH
ENSG00000171703	ENSG00000214511	0.49	PPI	IAH
ENSG00000139973	ENSG00000214511	0.49	PPI	IAH
ENSG00000156469	ENSG00000214511	0.49	PPI	IAH
ENSG00000136750	ENSG00000214511	0.49	PPI	IAH
ENSG00000145982	ENSG00000214511	0.49	PPI	IAH
ENSG00000188581	ENSG00000214212	0.49	PPI	IAH
ENSG00000129292	ENSG00000275379	0.56	PPI	IAH
ENSG00000129292	ENSG00000197153	0.56	PPI	IAH
ENSG00000129292	ENSG00000273542	0.56	PPI	IAH
ENSG00000129292	ENSG00000277775	0.56	PPI	IAH
ENSG00000129292	ENSG00000278272	0.56	PPI	IAH
ENSG00000129292	ENSG00000278828	0.56	PPI	IAH
ENSG00000129292	ENSG00000274267	0.56	PPI	IAH
ENSG00000129292	ENSG00000273983	0.56	PPI	IAH
ENSG00000129292	ENSG00000274750	0.56	PPI	IAH
ENSG00000129292	ENSG00000275714	0.56	PPI	IAH
ENSG00000129292	ENSG00000278637	0.56	PPI	IAH
ENSG00000129292	ENSG00000158406	0.56	PPI	IAH
ENSG00000129292	ENSG00000277157	0.56	PPI	IAH
ENSG00000129292	ENSG00000197061	0.56	PPI	IAH
ENSG00000129292	ENSG00000274618	0.56	PPI	IAH
ENSG00000129292	ENSG00000197409	0.56	PPI	IAH
ENSG00000129292	ENSG00000270276	0.56	PPI	IAH
ENSG00000129292	ENSG00000278705	0.56	PPI	IAH
ENSG00000129292	ENSG00000197837	0.56	PPI	IAH
ENSG00000129292	ENSG00000275126	0.56	PPI	IAH
ENSG00000129292	ENSG00000270882	0.56	PPI	IAH
ENSG00000129292	ENSG00000276966	0.56	PPI	IAH
ENSG00000129292	ENSG00000197238	0.56	PPI	IAH
ENSG00000129292	ENSG00000276180	0.56	PPI	IAH
ENSG00000196289	ENSG00000198932	0.58	PPI	IAH
ENSG00000137575	ENSG00000215203	0.49	PPI	IAH
ENSG00000196388	ENSG00000215203	0.49	PPI	IAH
ENSG00000112186	ENSG00000215203	0.49	PPI	IAH
ENSG00000120498	ENSG00000215203	0.49	PPI	IAH
ENSG00000023330	ENSG00000215203	0.49	PPI	IAH
ENSG00000077522	ENSG00000177989	0.49	PPI	IAH
ENSG00000177989	ENSG00000212899	0.49	PPI	IAH
ENSG00000177989	ENSG00000198373	0.49	PPI	IAH
ENSG00000165119	ENSG00000177989	0.49	PPI	IAH
ENSG00000177989	ENSG00000183386	0.49	PPI	IAH
ENSG00000163554	ENSG00000177989	0.49	PPI	IAH
ENSG00000112559	ENSG00000177989	0.49	PPI	IAH
ENSG00000160207	ENSG00000177989	0.49	PPI	IAH
ENSG00000177989	ENSG00000248746	0.49	PPI	IAH
ENSG00000057663	ENSG00000163060	0.56	PPI	IAH
ENSG00000057663	ENSG00000204536	0.56	PPI	IAH
ENSG00000057663	ENSG00000165280	0.56	PPI	IAH
ENSG00000057663	ENSG00000079999	0.56	PPI	IAH
ENSG00000068024	ENSG00000125457	0.6	PPI	IAH
ENSG00000125457	ENSG00000185359	0.67	PPI	IAH
ENSG00000125457	ENSG00000157349	0.56	PPI	IAH
ENSG00000125457	ENSG00000178104	0.56	PPI	IAH
ENSG00000125457	ENSG00000168872	0.7	PPI	IAH
ENSG00000125457	ENSG00000196431	0.56	PPI	IAH
ENSG00000125457	ENSG00000134030	0.49	PPI	IAH
ENSG00000165113	ENSG00000228716	0.56	PPI	IAH
ENSG00000100297	ENSG00000157110	0.56	PPI	IAH
ENSG00000100297	ENSG00000272804	0.56	PPI	IAH
ENSG00000100109	ENSG00000168243	0.56	PPI	IAH
ENSG00000130307	ENSG00000168243	0.56	PPI	IAH
ENSG00000066933	ENSG00000070831	0.55	PPI	IAH
ENSG00000106511	ENSG00000174453	0.49	PPI	IAH
ENSG00000174453	ENSG00000183386	0.49	PPI	IAH
ENSG00000115507	ENSG00000174453	0.67	PPI	IAH
ENSG00000174453	ENSG00000242259	0.49	PPI	IAH
ENSG00000168958	ENSG00000235169	0.49	PPI	IAH
ENSG00000157613	ENSG00000235169	0.49	PPI	IAH
ENSG00000103852	ENSG00000179627	0.49	PPI	IAH
ENSG00000136573	ENSG00000179627	0.49	PPI	IAH
ENSG00000160185	ENSG00000179627	0.49	PPI	IAH
ENSG00000179627	ENSG00000188566	0.49	PPI	IAH
ENSG00000179627	ENSG00000185379	0.49	PPI	IAH
ENSG00000130307	ENSG00000179627	0.49	PPI	IAH
ENSG00000160685	ENSG00000179627	0.49	PPI	IAH
ENSG00000148331	ENSG00000179627	0.49	PPI	IAH
ENSG00000160207	ENSG00000179627	0.49	PPI	IAH
ENSG00000109906	ENSG00000179627	0.49	PPI	IAH
ENSG00000007944	ENSG00000179627	0.49	PPI	IAH
ENSG00000116922	ENSG00000179627	0.49	PPI	IAH
ENSG00000275774	ENSG00000275774	0.49	PPI	IAH
ENSG00000104866	ENSG00000275774	0.49	PPI	IAH
ENSG00000102753	ENSG00000221963	0.56	PPI	IAH
ENSG00000187766	ENSG00000221963	0.56	PPI	IAH
ENSG00000143382	ENSG00000221963	0.56	PPI	IAH
ENSG00000087338	ENSG00000221963	0.56	PPI	IAH
ENSG00000103043	ENSG00000113575	0.56	PPI	IAH
ENSG00000108509	ENSG00000198668	0.56	PPI	IAH
ENSG00000108509	ENSG00000160014	0.56	PPI	IAH
ENSG00000108509	ENSG00000143933	0.56	PPI	IAH
